,closeMid,complete,highMid,lowMid,openMid,time,volume
0,1.35525,True,1.357,1.3541,1.356,2005-01-01T22:00:00.000000Z,303
1,1.3465,True,1.35815,1.33855,1.35535,2005-01-02T22:00:00.000000Z,38042
2,1.328005,True,1.3496,1.324875,1.3465,2005-01-03T22:00:00.000000Z,42165
3,1.326085,True,1.330275,1.321525,1.327905,2005-01-04T22:00:00.000000Z,40233
4,1.317325,True,1.328255,1.315625,1.326085,2005-01-05T22:00:00.000000Z,38037
5,1.3054,True,1.325075,1.302475,1.317225,2005-01-06T22:00:00.000000Z,37339
6,1.3062,True,1.3063,1.3049,1.3052,2005-01-08T22:00:00.000000Z,185
7,1.307325,True,1.312375,1.3052,1.306,2005-01-09T22:00:00.000000Z,34912
8,1.310675,True,1.317175,1.306725,1.307425,2005-01-10T22:00:00.000000Z,36616
9,1.325525,True,1.32935,1.308325,1.310775,2005-01-11T22:00:00.000000Z,36713
10,1.322605,True,1.326675,1.319325,1.325625,2005-01-12T22:00:00.000000Z,35692
11,1.3111,True,1.322505,1.305755,1.322405,2005-01-13T22:00:00.000000Z,47348
12,1.3105,True,1.3108,1.3097,1.3106,2005-01-15T22:00:00.000000Z,787
13,1.306725,True,1.312805,1.306125,1.3105,2005-01-16T22:00:00.000000Z,24472
14,1.301875,True,1.307475,1.299545,1.306725,2005-01-17T22:00:00.000000Z,38846
15,1.301075,True,1.311855,1.296365,1.301775,2005-01-18T22:00:00.000000Z,39297
16,1.296405,True,1.30235,1.291975,1.301075,2005-01-19T22:00:00.000000Z,39082
17,1.3039,True,1.306875,1.2934,1.296305,2005-01-20T22:00:00.000000Z,36972
18,1.3037,True,1.3037,1.3037,1.3037,2005-01-21T22:00:00.000000Z,2
19,1.3041,True,1.3054,1.3037,1.3042,2005-01-22T22:00:00.000000Z,443
20,1.306025,True,1.309975,1.302825,1.3042,2005-01-23T22:00:00.000000Z,35263
